"CASRN"	"DTXSID"	"Chemical_Name"	"LD50_mgkg"	"test_type"
"1522-92-5"	"DTXSID9024641"	"3-Bromo-2,2-bis(bromomethyl)propanol"	2000	"limit test (greater than)"
"15220-87-8"	"DTXSID8049757"	"Propylene pentamer"	5000	"limit test (greater than)"
"152264-27-2"	"DTXSID90164983"	"1,2,3-Benzotriazin-4(3H)-one, 6-(4-chlorophenoxy)-3-(3-pyridinylmethyl)-"	2000	"limit test (greater than)"
"152264-48-7"	"DTXSID50164984"	"1H-Isoindole-1,3(2H)-dione, 5-(4-chlorophenoxy)-2-(3-pyridinylmethyl)-"	2000	"limit test (greater than)"
"152264-74-9"	"DTXSID70164986"	"Benzonitrile, 4,4'-((2,3-dihydro-1,3-dioxo-2-(3-pyridinylmethyl)-1H-isoindol-5-yl)imino)bis-"	2000	"limit test (greater than)"
"15245-44-0"	NA	NA	2000	"limit test (greater than)"
"15263-52-2"	"DTXSID9058315"	"Cartap hydrochloride"	250	"point estimate"
"15263-53-3"	"DTXSID4044165"	"Cartap"	225	"point estimate"
"15267-95-5"	"DTXSID3065871"	"Silane, (chloromethyl)triethoxy-"	2000	"limit test (greater than)"
"15267-95-5"	"DTXSID3065871"	"Silane, (chloromethyl)triethoxy-"	2400	"point estimate"
"15287-51-1"	"DTXSID40165147"	"2,4,5-Tribromoimidazole-1-n-butylcarboxylate"	44	"point estimate"
"15299-99-7"	"DTXSID5024211"	"Napropamide"	5000	"limit test (greater than)"
"15299-99-7"	"DTXSID5024211"	"Napropamide"	5000	"point estimate"
"153-87-7"	"DTXSID20165185"	"Oxypertine"	1000	"point estimate"
"1530-32-1"	"DTXSID90883687"	"Phosphonium, ethyltriphenyl-, bromide (1:1)"	200	"point estimate"
"15301-48-1"	"DTXSID90165197"	"Bezitramide [INN:BAN:DCF]"	141	"point estimate"
"15302-91-7"	"DTXSID9042122"	"Mepiquat"	270	"point estimate"
"15307-79-6"	"DTXSID3037208"	"Diclofenac sodium"	53	"point estimate"
"15307-86-5"	"DTXSID6022923"	"Diclofenac"	55	"limit test (greater than)"
"15307-86-5"	"DTXSID6022923"	"Diclofenac"	62.5	"point estimate"
"15307-86-5"	"DTXSID6022923"	"Diclofenac"	240	"limit test (less than)"
"15307-93-4"	"DTXSID90165213"	"2,6-Dichloro-N-phenylaniline"	5000	"limit test (greater than)"
"15308-01-7"	"DTXSID10165215"	"2-Chloro-N-(2,6-dichlorophenyl)-N-phenylacetamide"	5000	"limit test (greater than)"
"1531-95-9"	"DTXSID20165221"	"Cyclohexanol, 4-piperidino-"	5000	"limit test (greater than)"
"1531-97-1"	"DTXSID80165222"	"Cyclohexanol, 4-piperidino-, propionate (ester)"	1980	"point estimate"
"15310-01-7"	"DTXSID7041623"	"Benodanil"	6400	"point estimate"
"1532-00-9"	"DTXSID30165272"	"Isobutyric acid, 4-piperidinocyclohexyl ester"	3150	"point estimate"
"1532-06-5"	"DTXSID70165276"	"Cyclohexanecarboxylic acid, 4-piperidinocyclohexyl ester"	2500	"point estimate"
"1532-12-3"	"DTXSID50165279"	"Benzoic acid, 3,4,5-trimethoxy-, 4-piperidinocyclohexyl ester"	650	"point estimate"
"1532-14-5"	"DTXSID60165280"	"Cyclohexanol, 4-piperidino-, p-nitrobenzoate (ester)"	3250	"point estimate"
"153233-91-1"	"DTXSID8034586"	"Etoxazole"	4274	"point estimate"
"153233-91-1"	"DTXSID8034586"	"Etoxazole"	5000	"limit test (greater than)"
"15336-82-0"	"DTXSID9051745"	"5-Ethyl-1,3-diglycidyl-5-methylhydantoin"	250	"point estimate"
"15351-05-0"	NA	NA	2800	"point estimate"
"153719-23-4"	"DTXSID2034962"	"Thiamethoxam"	1563	"point estimate"
"153719-38-1"	"DTXSID30447146"	"N-(3-Methyl-3,6-dihydro-2H-1,3,5-oxadiazin-4-yl)nitramide"	1000	"limit test (greater than)"
"153719-38-1"	"DTXSID30447146"	"N-(3-Methyl-3,6-dihydro-2H-1,3,5-oxadiazin-4-yl)nitramide"	2000	"limit test (less than)"
"15375-84-5"	"DTXSID6042107"	"Manganate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, disodium, (OC-6-21)-"	2000	"limit test (greater than)"
"15386-51-3"	"DTXSID00165461"	"RD 12869"	900	"point estimate"
"15396-00-6"	"DTXSID2065882"	"Silane, (3-isocyanatopropyl)trimethoxy-"	500	"limit test (greater than)"
"15396-00-6"	"DTXSID2065882"	"Silane, (3-isocyanatopropyl)trimethoxy-"	878	"point estimate"
"154-21-2"	"DTXSID3023215"	"Lincomycin"	1000	"point estimate"
"154-21-2"	"DTXSID3023215"	"Lincomycin"	15645	"point estimate"
"154-23-4"	"DTXSID3022322"	"Cianidanol"	10000	"limit test (greater than)"
"154-82-5"	"DTXSID2057651"	"Simetride"	1025	"limit test (greater than)"
"15421-84-8"	"DTXSID0045416"	"Trapidil"	235	"point estimate"
"15435-29-7"	"DTXSID90165596"	"Bromochlorophene"	3700	"point estimate"
"15440-46-7"	"DTXSID40165622"	"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 3,3-dimethyl-6-(((3-fluoro-4-methoxyphenoxy)acetyl)amino)-7-oxo-, monopotassium salt, (2S-(2-alpha,5-alpha,6-beta))-"	7000	"point estimate"
"15440-48-9"	"DTXSID00165623"	"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((3,4-dichlorophenoxy)acetyl)amino)-3,3-dimethyl-7-oxo-, monopotassium salt, (2S-(2-alpha,5-alpha,6-beta))-"	2500	"point estimate"
"15440-51-4"	"DTXSID60165624"	"4-Thia-1-azabicyclo(3.2.O)heptane-2-carboxylic acid, 6-(((3-chloro-4-methylphenoxy)acetyl)amino)-3,3-dimethyl-7-oxo-, monopotassium salt, (2S-(2-alpha,5-alpha,6-beta))-"	2250	"point estimate"
"15446-08-9"	"DTXSID30165636"	"4-(P-chlorophenylthio)butanol"	1400	"limit test (greater than)"
"15457-05-3"	"DTXSID7037553"	"Fluorodifen"	9000	"point estimate"
"15458-87-4"	"DTXSID40165667"	"Cyclotrisilazane, 2,2,4,4,6,6-hexaethyl-"	1920	"point estimate"
"1546-95-8"	"DTXSID70165670"	"Heptanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoro-"	1440	"point estimate"
"154619-51-9"	NA	NA	56	"point estimate"
"154619-56-4"	NA	NA	23	"point estimate"
"154619-58-6"	NA	NA	27.7	"point estimate"
"154619-64-4"	NA	NA	40	"point estimate"
"154619-66-6"	NA	NA	23.8	"point estimate"
"154619-76-8"	"DTXSID90165677"	"Carbamic acid, (10-(diethylamino)decyl)-, 1,2,3,3a,8,8a-hexahydro-1,3a,8-trimethylpyrrolo(2,3-b)indol-5-yl ester, (3aS-cis)-"	14.1	"point estimate"
"154619-86-0"	"DTXSID50165678"	"Carbamic acid, (8-(dipropylamino)octyl)-, 1,2,3,3a,8,8a-hexahydro-1,3a,8-trimethylpyrrolo(2,3-b)indol-5-yl ester, (3aS-cis)-"	18.28	"point estimate"
"154619-91-7"	"DTXSID10165679"	"Carbamic acid, (10-(1-piperidinyl)decyl)-, 1,2,3,3a,8,8a-hexahydro-1,3a,8-trimethylpyrrolo(2,3-b)indol-5-yl ester, (3aS-cis)-"	15.3	"point estimate"
"154702-15-5"	NA	NA	2000	"limit test (greater than)"
"15471-17-7"	"DTXSID3044592"	"3-(Pyridinium-1-yl)propane-1-sulfonate"	5000	"limit test (greater than)"
"15471-17-7"	"DTXSID3044592"	"3-(Pyridinium-1-yl)propane-1-sulfonate"	5000	"point estimate"
"154825-97-5"	"DTXSID80394676"	"METHYL 2-(4-BROMOPHENYL)-2,2-DIMETHYLACETATE"	2000	"limit test (greater than)"
"155-41-9"	"DTXSID2040608"	"Scopolamine methylbromide"	3400	"point estimate"
"15503-86-3"	"DTXSID4020747"	"Isatidine"	48	"point estimate"
"15518-76-0"	NA	NA	1550	"point estimate"
"15520-10-2"	"DTXSID5027772"	"2-Methylpentanediamine"	1690	"point estimate"
"15520-11-3"	"DTXSID8065907"	"Peroxydicarbonic acid, C,C'-bis[4-(1,1-dimethylethyl)cyclohexyl] ester"	5000	"limit test (greater than)"
"15523-43-0"	"DTXSID00165860"	"Ethane, 1-(2-ethoxyethoxy)-2-(hexyloxy)-"	4920	"point estimate"
"1553-34-0"	"DTXSID8045359"	"Metixene hydrochloride"	1460	"point estimate"
"1553-60-2"	"DTXSID0044107"	"Ibufenac"	2300	"point estimate"
"15536-01-3"	NA	NA	1.5	"point estimate"
"15545-38-7"	"DTXSID40165900"	"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 3,3-dimethyl-6-(((4-methylphenoxy)acetyl)amino)-7-oxo-, monopotassium salt, (2S-(2-alpha,5-alpha,6-beta))-"	1875	"point estimate"
"15545-42-3"	"DTXSID00165901"	"4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((4-chloro-3-methylphenoxy)acetyl)amino)-3,3-dimethyl-7-oxo-, monopotassium salt, (2S-(2-alpha,5-alpha,6-beta))-"	4000	"point estimate"
"15545-48-9"	"DTXSID8052853"	"Chlorotoluron"	5800	"point estimate"
"15545-48-9"	"DTXSID8052853"	"Chlorotoluron"	10000	"limit test (greater than)"
"15545-48-9"	"DTXSID8052853"	"Chlorotoluron"	10000	"point estimate"
"1555-58-4"	"DTXSID2061773"	"Propanenitrile, 3,3'-(methylimino)bis-"	890	"point estimate"
"155601-30-2"	"DTXSID20165928"	"4,5-Diamino-1-(2-hydroxyethyl)pyrazole sulfate"	2000	"limit test (greater than)"
"15574-96-6"	"DTXSID6023490"	"Pizotyline"	410	"point estimate"
"1559-35-9"	"DTXSID1041920"	"2-(2-Ethylhexyloxy)ethanol"	3080	"point estimate"
"156-60-5"	"DTXSID7024031"	"(E)-1,2-Dichloroethylene"	1235	"point estimate"
"156-62-7"	"DTXSID6020353"	"Calcium cyanamide"	158	"point estimate"
"156-62-7"	"DTXSID6020353"	"Calcium cyanamide"	765	"point estimate"
"1561-48-4"	"DTXSID70166046"	"Nonane, 1,1,1,9-tetrachloro-"	370	"point estimate"
"1562-00-1"	"DTXSID7027413"	"Sodium 2-hydroxyethanesulfonate"	5000	"limit test (greater than)"
"15622-65-8"	"DTXSID5045417"	"Molindone hydrochloride"	261	"point estimate"
"1563-67-3"	"DTXSID3057985"	"Decarbofuran"	43	"point estimate"
"1565-75-9"	NA	NA	1400	"point estimate"
"15662-33-6"	"DTXSID0032574"	"Ryanodine"	750	"point estimate"
"15667-63-7"	NA	NA	31.6	"point estimate"
"15667-63-7"	NA	NA	32.7	"point estimate"
"15667-63-7"	NA	NA	33.7	"point estimate"
"15676-16-1"	"DTXSID1042574"	"(RS)-(+/-)-sulpiride"	9800	"point estimate"
"1568-80-5"	"DTXSID3051753"	"3,3,3',3'-Tetramethyl-2,2',3,3'-tetrahydro-1,1'-spirobi[indene]-6,6'-diol"	5000	"limit test (greater than)"
"15686-83-6"	"DTXSID5023538"	"Pyrantel"	170	"point estimate"
"1569-01-3"	"DTXSID5029217"	"1-Propoxy-2-propanol"	2000	"limit test (greater than)"
"1569-01-3"	"DTXSID5029217"	"1-Propoxy-2-propanol"	2490	"point estimate"
"1569-01-3"	"DTXSID5029217"	"1-Propoxy-2-propanol"	2504	"point estimate"
"1569-01-3"	"DTXSID5029217"	"1-Propoxy-2-propanol"	2800	"limit test (greater than)"
"1569-01-3"	"DTXSID5029217"	"1-Propoxy-2-propanol"	3000	"limit test (less than)"
"1569-01-3"	"DTXSID5029217"	"1-Propoxy-2-propanol"	4330	"point estimate"
"1569-02-4"	"DTXSID1041267"	"1-Ethoxy-2-propanol"	4400	"point estimate"
"1570-64-5"	"DTXSID5022510"	"4-Chloro-2-methylphenol"	1190	"point estimate"
"15707-23-0"	"DTXSID4047464"	"3-Ethyl-2-methylpyrazine"	600	"point estimate"
"15708-41-5"	"DTXSID5027774"	"Ethylenediaminetetraacetic acid ferric sodium salt"	2000	"limit test (greater than)"
"15708-41-5"	"DTXSID5027774"	"Ethylenediaminetetraacetic acid ferric sodium salt"	5000	"point estimate"
"1571-33-1"	"DTXSID2044399"	"Phenylphosphonic acid"	2000	"point estimate"
"157173-60-9"	NA	NA	5000	"point estimate"
"1572-55-0"	"DTXSID80883696"	"1,8-Octanediamine, 4-(aminomethyl)-"	760	"point estimate"
"15721-78-5"	"DTXSID3029310"	"4,4'-bis(1,1,3,3-Tetramethylbutyl)diphenylamine"	5000	"point estimate"
"15730-83-3"	"DTXSID90166245"	"Sulfanilic acid, compd. with 2-aminoethanol (1:1)"	5380	"point estimate"
"157309-18-7"	"DTXSID10166247"	"1H-Purine-2,6-dione, 3,7-dihydro-7-(2-(cyclohexylmethylamino)ethyl)-1,3-dimethyl-, (R-(R*,R*))-2,3-dihydroxybutanedioate (1:1)"	2880	"point estimate"
"15741-90-9"	"DTXSID20166258"	"Carbonic acid, 2,4-dinitrophenyl octyl ester"	196	"point estimate"
"15743-13-2"	"DTXSID90166260"	"Tetrachlorocyclopentene-2,4-dione"	1000	"point estimate"
"1575-61-7"	"DTXSID60166272"	"Valeryl chloride, 5-chloro-"	500	"limit test (greater than)"
"1575-61-7"	"DTXSID60166272"	"Valeryl chloride, 5-chloro-"	2000	"limit test (less than)"
"1576-35-8"	"DTXSID8051756"	"Toluene-4-sulphonohydrazide"	283	"point estimate"
"15763-48-1"	NA	NA	460	"point estimate"
"15763-76-5"	"DTXSID6047523"	"Sodium 4-isopropylbenzenesulfonate"	7000	"limit test (greater than)"
"157859-20-6"	"DTXSID10166323"	"Tri-isopropyl silyl acrylate"	2000	"limit test (greater than)"
"15826-16-1"	"DTXSID70274019"	"2-(Dodecyloxy)ethyl sodium sulfate"	1995	"point estimate"
"15826-37-6"	"DTXSID7044554"	"Cromolyn sodium"	11000	"limit test (greater than)"
"15862-11-0"	"DTXSID60166479"	"N-Nitrosophenacetin"	21	"point estimate"
"15863-65-7"	NA	NA	50	"point estimate"
"15876-67-2"	NA	NA	10	"point estimate"
"15878-00-9"	"DTXSID90166523"	"1H-Pyrazole, 4-chloro- (9CI)"	527	"point estimate"
"15878-08-7"	"DTXSID50166524"	"Pyrazole, 4-chloro-3-methyl-"	375	"point estimate"
"15879-93-3"	"DTXSID4020088"	"Chloralose"	400	"point estimate"
"158792-23-5"	NA	NA	300	"limit test (greater than)"
"158836-71-6"	NA	NA	341	"point estimate"
"1589-47-5"	"DTXSID5049441"	"2-Methoxy-1-propanol"	5710	"point estimate"
"1589-49-7"	"DTXSID9073129"	"Trimethylene glycol monomethyl ether"	5710	"point estimate"
"15894-70-9"	"DTXSID2065967"	"Guanidine, N,N'''-1,6-hexanediylbis[N'-cyano-"	2000	"limit test (greater than)"
"15911-11-2"	"DTXSID10166585"	"3-Isoxazolecarboxylic acid, 4-acetyl-5-methyl-, ethyl ester"	1000	"point estimate"
"15911-15-6"	"DTXSID70166586"	"Isoxazolo(3,4-d)pyridazin-7(6H)-one, 3,4-dimethyl-6-phenyl-"	1000	"point estimate"
"159264-96-7"	NA	NA	2150	"point estimate"
"1593-27-7"	NA	NA	25	"point estimate"
"1593-77-7"	"DTXSID5041019"	"Dodemorph"	2645	"point estimate"
"1593-77-7"	"DTXSID5041019"	"Dodemorph"	4000	"limit test (greater than)"
"15932-80-6"	"DTXSID3051757"	"Pulegone"	470	"point estimate"
"159325-45-8"	"DTXSID60717849"	"(2alpha,3alpha,8xi,9xi,14xi,16beta)-16-(Pyrrolidin-1-yl)-2,3-epoxyandrostan-17-one"	2000	"limit test (greater than)"
"15942-48-0"	"DTXSID00166655"	"Carbamic acid, methyl-, 2-chloro-5-tert-pentylphenyl ester"	75	"point estimate"
"1596-09-4"	"DTXSID80166693"	"Phenol, 2-cyclohexyl-4-methyl-"	1871	"point estimate"
"1596-84-5"	"DTXSID9020370"	"Daminozide"	5000	"limit test (greater than)"
"1596-84-5"	"DTXSID9020370"	"Daminozide"	8400	"point estimate"
"15972-60-8"	"DTXSID1022265"	"Alachlor"	790	"point estimate"
"15972-60-8"	"DTXSID1022265"	"Alachlor"	930	"point estimate"
"15972-60-8"	"DTXSID1022265"	"Alachlor"	1350	"point estimate"
"15980-15-1"	"DTXSID0065985"	"1,4-Oxathiane"	2830	"point estimate"
"15992-13-9"	"DTXSID00166771"	"Intrazole"	1200	"point estimate"
"16006-72-7"	"DTXSID20166793"	"3-Pyrazolin-5-one, 4-butyl-1,2-diphenyl-3-hydroxy-, benzoate (ester)"	2198	"point estimate"
"16006-74-9"	"DTXSID40166795"	"Phenylbutazone trimethylgallate"	3000	"point estimate"
"16006-75-0"	"DTXSID00166796"	"Benzoic acid, 3,4,5-trimethoxy-, ester with 1,2-diphenyl-3-hydroxy-4-(3-oxobutyl)-3-pyrazolin-5-one"	3000	"point estimate"
"160194-28-5"	"DTXSID60700211"	"Triethyl{[1-(triethylsilyl)but-3-yn-1-yl]oxy}silane"	2000	"limit test (greater than)"
"1603-40-3"	"DTXSID3051759"	"2-Amino-3-methylpyridine"	100	"point estimate"
"1603-41-4"	"DTXSID4029220"	"5-Methylpyridin-2-amine"	200	"point estimate"
"16033-21-9"	"DTXSID50166862"	"3-Methyl-1-phenyltriazene"	420	"point estimate"
"16034-77-8"	"DTXSID2023149"	"Iocetamic acid"	7100	"point estimate"
"16051-77-7"	"DTXSID9023176"	"Isosorbide mononitrate"	2010	"point estimate"
"16055-33-7"	"DTXSID00884867"	"Quinolinium, 1-ethyl-2-[(3-methyl-2(3H)-benzothiazolylidene)methyl]-, iodide (1:1)"	2240	"point estimate"
"1606-76-4"	"DTXSID3073268"	"Thiazole, 2-nitro-"	137	"point estimate"
"16066-38-9"	"DTXSID2051762"	"Dipropyl peroxydicarbonate"	3400	"point estimate"
"16069-36-6"	"DTXSID30884870"	"Dibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecin, eicosahydro-"	176	"point estimate"
"16078-71-0"	"DTXSID5073406"	"1H-Pyrazole-4-carboxylic acid, 5-amino-1-phenyl-, ethyl ester"	500	"limit test (greater than)"
"16079-88-2"	"DTXSID3032591"	"Bromo-3-chloro-5,5-dimethylhydantoin"	1390	"point estimate"
"1609-06-9"	"DTXSID8073269"	"Guanidine, N'-cyano-N,N-dimethyl-"	3840	"point estimate"
"1609-47-8"	"DTXSID2051764"	"Diethyl dicarbonate"	850	"point estimate"
"16090-02-1"	"DTXSID0027777"	"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, disodium salt"	5000	"limit test (greater than)"
"16090-02-1"	"DTXSID0027777"	"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, disodium salt"	5000	"point estimate"
"16090-02-1"	"DTXSID0027777"	"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, disodium salt"	7000	"point estimate"
"16090-02-1"	"DTXSID0027777"	"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, disodium salt"	7562	"point estimate"
"16090-02-1"	"DTXSID0027777"	"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, disodium salt"	8000	"limit test (greater than)"
"16090-02-1"	"DTXSID0027777"	"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, disodium salt"	10000	"limit test (greater than)"
"16090-02-1"	"DTXSID0027777"	"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, disodium salt"	12080	"point estimate"
"16090-02-1"	"DTXSID0027777"	"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-, disodium salt"	15000	"limit test (greater than)"
"1610-17-9"	"DTXSID0037493"	"Atraton"	1465	"point estimate"
"1610-18-0"	"DTXSID6022341"	"Prometon"	503	"point estimate"
"1610-18-0"	"DTXSID6022341"	"Prometon"	2276	"point estimate"
"1610-18-0"	"DTXSID6022341"	"Prometon"	2980	"point estimate"
"1610-29-3"	NA	NA	4920	"point estimate"
"161050-58-4"	"DTXSID3032628"	"Methoxyfenozide"	5000	"limit test (greater than)"
"161050-58-4"	"DTXSID3032628"	"Methoxyfenozide"	5000	"point estimate"
"16110-51-3"	"DTXSID4022860"	"Cromolyn"	2150	"limit test (greater than)"
"16118-49-3"	"DTXSID7041756"	"Carbetamide"	11000	"point estimate"
"161193-03-9"	NA	NA	2340	"point estimate"
"1613-17-8"	"DTXSID2049680"	"N,N-dimethyloctadecylamine hydrochloride"	200	"point estimate"
"16131-53-6"	"DTXSID2066014"	"Morpholine, 4,4'-tetrathiobis-"	4800	"point estimate"
"16142-27-1"	"DTXSID9049039"	"3-Morpholinosydnonimine hydrochloride"	504	"limit test (greater than)"
"16142-27-1"	"DTXSID9049039"	"3-Morpholinosydnonimine hydrochloride"	690	"limit test (greater than)"
"16142-27-1"	"DTXSID9049039"	"3-Morpholinosydnonimine hydrochloride"	852	"limit test (less than)"
"16142-27-1"	"DTXSID9049039"	"3-Morpholinosydnonimine hydrochloride"	956	"limit test (less than)"
"16143-18-3"	"DTXSID7066015"	"Benzoxazole, 2-[4-(2-[1,1'-biphenyl]-4-ylethenyl)phenyl]-5-(1,1-dimethylethyl)-"	5000	"limit test (greater than)"
"16146-62-6"	"DTXSID90167156"	"Carbamic acid, methyl-, 2,2-dimethyl-8-chromanyl ester"	3	"point estimate"
"16154-78-2"	NA	NA	2060	"point estimate"
"161559-34-8"	"DTXSID10167193"	"1H-Purine-2,6-dione, 3,7-dihydro-1,3-dimethyl-7-(3-(methylphenylamino)propyl)-"	1639	"point estimate"
"161599-46-8"	"DTXSID40167207"	"2',3'-Di-O-acetyl-5'-deoxy-5-fluorocytidine"	2000	"limit test (greater than)"
"161798-03-4"	"DTXSID90447849"	"Ethyl 2-(3-formyl-4-isobutoxyphenyl)-4-methylthiazole-5-carboxylate"	2000	"limit test (greater than)"
"16212-28-5"	"DTXSID9021681"	"Trichloropropenenitrile"	62.5	"point estimate"
"16219-75-3"	"DTXSID1025306"	"5-Ethylidene-2-norbornene"	2276	"point estimate"
"16219-75-3"	"DTXSID1025306"	"5-Ethylidene-2-norbornene"	2527	"point estimate"
"16219-75-3"	"DTXSID1025306"	"5-Ethylidene-2-norbornene"	3200	"point estimate"
"16219-75-3"	"DTXSID1025306"	"5-Ethylidene-2-norbornene"	5071	"point estimate"
"16219-99-1"	"DTXSID4021052"	"4-Nitrosomethylaminopyridine"	200	"point estimate"
"1622-32-8"	"DTXSID5061825"	"2-Chloro-ethanesulfonyl chloride"	240	"point estimate"
"1622-62-4"	"DTXSID7023065"	"Flunitrazepam"	415	"point estimate"
"16227-10-4"	"DTXSID2042484"	"Triazbutil"	50	"point estimate"
"16227-12-6"	"DTXSID10167350"	"1H-1,2,4-Triazole, 4-phenyl-"	134	"point estimate"
"1623-14-9"	"DTXSID70862718"	"Ethyl dihydrogen phosphate"	1600	"point estimate"
"16231-76-8"	"DTXSID90167358"	"GC 10284"	15	"point estimate"
"16251-77-7"	"DTXSID4047098"	"3-Phenylbutyraldehyde"	2000	"limit test (greater than)"
"162881-26-7"	"DTXSID8044597"	"(Phenylphosphoryl)bis[(2,4,6-trimethylphenyl)methanone]"	2000	"limit test (greater than)"
"162881-26-7"	"DTXSID8044597"	"(Phenylphosphoryl)bis[(2,4,6-trimethylphenyl)methanone]"	2000	"point estimate"
"16298-03-6"	"DTXSID10167496"	"Methyl 3-aminopyrazinecarboxylate"	2000	"limit test (greater than)"
"163000-63-3"	"DTXSID2045787"	"Neboglamine"	1430	"point estimate"
"1631-28-3"	"DTXSID10167512"	"Maleimide, N-p-tolyl-"	710	"point estimate"
"1631-29-4"	"DTXSID70167513"	"Maleimide, N-(p-chlorophenyl)-"	440	"point estimate"
"1631-64-7"	"DTXSID5075105"	"1,3-Dithiolan-2-one O-[(methylamino)carbonyl]oxime"	3	"point estimate"
"16322-14-8"	"DTXSID10167537"	"1(2H)-Quinolinecarboxylic acid, ethyl ester"	195	"point estimate"
"16327-90-5"	NA	NA	3000	"limit test (greater than)"
"16338-97-9"	"DTXSID2020395"	"Diallylnitrosamine"	800	"point estimate"
"16339-07-4"	"DTXSID30167574"	"N-Nitroso-N'-methylpiperazine"	100	"point estimate"
"16339-14-3"	"DTXSID90167575"	"Hydrazine, 1-nitroso-1,2,2-trimethyl-"	95	"point estimate"
"16339-16-5"	"DTXSID50167576"	"Ethanamine, 2-chloro-N-methyl-N-nitroso- (9CI)"	22	"point estimate"
"16339-21-2"	"DTXSID70167578"	"2-Pentanone, 4-methyl-4-(N-nitrosomethylamino)-"	2100	"point estimate"
"1634-04-4"	"DTXSID3020833"	"Methyl tert-butyl ether"	4000	"point estimate"
"1634-78-2"	"DTXSID9020790"	"Malaoxon"	158	"point estimate"
"163515-14-8"	"DTXSID2034542"	"Dimethenamid-P"	371	"point estimate"
"163515-14-8"	"DTXSID2034542"	"Dimethenamid-P"	427	"point estimate"
"163515-14-8"	"DTXSID2034542"	"Dimethenamid-P"	429	"point estimate"
"163515-14-8"	"DTXSID2034542"	"Dimethenamid-P"	531	"point estimate"
"163515-14-8"	"DTXSID2034542"	"Dimethenamid-P"	5000	"limit test (greater than)"
"1637-39-4"	"DTXSID9040631"	"trans-Zeatin"	5000	"limit test (greater than)"
"16378-22-6"	NA	NA	600	"point estimate"
"1639-60-7"	"DTXSID6048913"	"(2S,3R)-(+)-4-(Dimethylamino)-3-methyl-1,2-diphenyl-2-butanol propionate hydrochloride"	84	"point estimate"
"1639-66-3"	"DTXSID7041881"	"Dioctyl sodium sulfosuccinate"	1900	"point estimate"
"16397-70-9"	"DTXSID80343664"	"2-Ethylhexyl 4-nitrobenzoate"	2200	"limit test (greater than)"
"16398-39-3"	NA	NA	1690	"point estimate"
"16409-43-1"	"DTXSID1051771"	"4-Methyl-2-(2-methylprop-1-en-1-yl)tetrahydro-2H-pyran"	4300	"point estimate"
"16409-45-3"	"DTXSID20859153"	"cyclohexanol, 5-methyl-2-(1-methylethyl)-, acetate"	7620	"point estimate"
"16409-46-4"	"DTXSID00861678"	"Butanoic acid, 3-methyl-, 5-methyl-2-(1-methylethyl)cyclohexyl ester"	5000	"limit test (greater than)"
"1641-74-3"	"DTXSID4046733"	"Nicametate citrate"	8400	"point estimate"
"16415-12-6"	"DTXSID9066047"	"Silane, hexadecyltrimethoxy-"	2000	"limit test (greater than)"
"16415-12-6"	"DTXSID9066047"	"Silane, hexadecyltrimethoxy-"	5002	"limit test (greater than)"
